from,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
91,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,3,1,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,0,43,4,28,6,0,0,0,0,3,0,0,0,2,6,0,4,0,1,0,2,2,89,0,3,0,0,0,53,0,0,0,28,0,37,4,22,0,50,4,0,1,1,0,0,1,2,4,1,1,0,7,1,1,0,0,0,2,4,28,59,8,2,11,0,12,52,13,6,10,198,0,13,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,59,0,1,0,2,0,0,1,4,6,12,1,0,0,3,5,0,0,1,0,0,4,0,0,6,1,0,12,16,0,1,0,0,0,16,0,0,4,7,1,0,0,1
94,0,26,2,17,4,0,0,0,0,2,0,0,0,1,4,0,2,0,0,0,1,1,54,0,2,0,0,0,32,0,0,0,17,0,22,3,13,0,30,2,0,1,1,0,0,1,1,2,1,1,0,4,1,0,0,0,0,1,3,17,36,5,1,7,0,8,31,8,4,6,119,0,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,36,0,0,0,1,0,0,1,2,4,7,0,0,0,2,3,0,0,1,0,0,3,0,0,3,1,0,7,9,0,1,0,0,0,10,0,0,3,4,0,0,0,1
95,0,54,5,35,8,0,0,0,0,4,0,0,0,2,7,0,5,0,1,0,2,2,113,1,4,0,0,0,67,0,0,1,35,0,46,5,27,0,63,5,0,2,1,0,0,2,2,5,2,1,0,9,1,1,0,0,0,3,5,35,75,11,2,14,0,16,66,17,8,13,250,0,16,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,0,75,1,1,0,2,0,0,2,4,7,15,1,0,0,4,6,0,0,1,0,0,5,0,0,7,1,0,15,20,1,2,1,0,0,20,0,0,5,9,1,0,0,2
96,2,702,68,460,100,2,2,3,2,49,2,0,2,27,97,2,64,2,12,0,30,30,1475,8,56,2,2,0,876,2,4,8,460,2,604,72,358,4,826,61,2,23,19,4,0,23,26,60,20,18,3,118,16,11,6,3,0,35,71,460,982,137,29,189,0,206,857,216,102,167,3261,2,208,111,22,2,2,5,2,3,3,3,2,4,2,20,2,2,5,4,2,3,59,36,75,0,8,12,2,27,5,0,24,59,98,201,9,2,3,51,83,2,5,18,2,3,70,3,0,92,19,3,197,258,8,21,8,2,3,264,2,3,70,119,13,2,2,22
97,0,6,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,4,0,5,1,3,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,8,1,0,2,0,2,7,2,1,1,27,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0
98,0,9,1,6,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,18,0,1,0,0,0,11,0,0,0,6,0,7,1,4,0,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6,12,2,0,2,0,2,10,3,1,2,40,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,3,0,0,1,1,0,0,0,0
99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,20,2,13,3,0,0,0,0,1,0,0,0,1,3,0,2,0,0,0,1,1,41,0,2,0,0,0,24,0,0,0,13,0,17,2,10,0,23,2,0,1,1,0,0,1,1,2,1,1,0,3,0,0,0,0,0,1,2,13,27,4,1,5,0,6,24,6,3,5,91,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,27,0,0,0,0,0,0,1,2,3,6,0,0,0,1,2,0,0,0,0,0,2,0,0,3,1,0,5,7,0,1,0,0,0,7,0,0,2,3,0,0,0,1
101,0,4,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,2,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,0,1,0,1,4,1,1,1,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,17,2,11,2,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,1,1,36,0,1,0,0,0,21,0,0,0,11,0,15,2,9,0,20,1,0,1,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,1,2,11,24,3,1,5,0,5,21,5,2,4,79,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,24,0,0,0,1,0,0,0,1,2,5,0,0,0,1,2,0,0,0,0,0,2,0,0,2,0,0,5,6,0,1,0,0,0,6,0,0,2,3,0,0,0,1
104,0,42,4,27,6,0,0,0,0,3,0,0,0,2,6,0,4,0,1,0,2,2,88,0,3,0,0,0,52,0,0,0,27,0,36,4,21,0,49,4,0,1,1,0,0,1,2,4,1,1,0,7,1,1,0,0,0,2,4,27,59,8,2,11,0,12,51,13,6,10,195,0,12,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,4,59,0,1,0,2,0,0,1,0,6,12,1,0,0,3,5,0,0,1,0,0,4,0,0,5,1,0,12,15,0,1,0,0,0,16,0,0,4,7,1,0,0,1
105,0,70,7,46,10,0,0,0,0,5,0,0,0,3,10,0,6,0,1,0,3,3,147,1,6,0,0,0,87,0,0,1,46,0,60,7,36,0,82,6,0,2,2,0,0,2,3,6,2,2,0,12,2,1,1,0,0,3,7,46,98,14,3,19,0,20,85,21,10,17,324,0,21,11,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,6,4,7,98,1,1,0,3,1,0,2,6,0,20,1,0,0,5,8,0,1,2,0,0,7,0,0,9,2,0,20,26,1,2,1,0,0,26,0,0,7,12,1,0,0,2
106,0,143,14,94,20,0,0,1,0,10,0,0,0,5,20,0,13,0,3,0,6,6,301,2,11,0,0,0,179,0,1,2,94,0,123,15,73,1,169,12,0,5,4,1,0,5,5,12,4,4,1,24,3,2,1,1,0,7,15,94,201,28,6,39,0,42,175,44,21,34,666,0,42,23,4,0,0,1,0,1,1,1,0,1,0,4,0,0,1,1,0,1,12,7,15,201,2,2,0,6,1,0,5,12,20,0,2,0,1,11,17,0,1,4,0,1,14,1,0,19,4,1,40,53,2,4,2,0,1,54,0,1,14,24,3,0,0,4
107,0,7,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,0,1,0,0,0,8,0,0,0,4,0,6,1,3,0,8,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,9,1,0,2,0,2,8,2,1,2,31,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0
108,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,3,1,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110,0,37,4,24,5,0,0,0,0,3,0,0,0,1,5,0,3,0,1,0,2,2,77,0,3,0,0,0,46,0,0,0,24,0,32,4,19,0,43,3,0,1,1,0,0,1,1,3,1,1,0,6,1,1,0,0,0,2,4,24,51,7,2,10,0,11,45,11,5,9,171,0,11,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,4,51,0,1,0,1,0,0,1,3,5,11,0,0,0,0,4,0,0,1,0,0,4,0,0,5,1,0,10,13,0,1,0,0,0,14,0,0,4,6,1,0,0,1
111,0,60,6,39,9,0,0,0,0,4,0,0,0,2,8,0,5,0,1,0,3,3,125,1,5,0,0,0,74,0,0,1,39,0,51,6,30,0,70,5,0,2,2,0,0,2,2,5,2,2,0,10,1,1,0,0,0,3,6,39,83,12,2,16,0,17,73,18,9,14,277,0,18,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,6,83,1,1,0,2,0,0,2,5,8,17,1,0,0,4,0,0,0,1,0,0,6,0,0,8,2,0,17,22,1,2,1,0,0,22,0,0,6,10,1,0,0,2
112,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,4,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,2,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,0,1,0,1,5,1,1,1,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
114,0,13,1,8,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,26,0,1,0,0,0,16,0,0,0,8,0,11,1,6,0,15,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,8,18,2,1,3,0,4,15,4,2,3,58,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,18,0,0,0,0,0,0,0,1,2,4,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,4,5,0,0,0,0,0,5,0,0,1,2,0,0,0,0
115,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,3,1,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,0,50,5,33,7,0,0,0,0,3,0,0,0,2,7,0,5,0,1,0,2,2,104,1,4,0,0,0,62,0,0,1,33,0,43,5,25,0,59,4,0,2,1,0,0,2,2,4,1,1,0,8,1,1,0,0,0,2,5,33,70,10,2,13,0,15,61,15,7,12,231,0,15,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,5,70,1,1,0,2,0,0,2,4,7,14,1,0,0,4,6,0,0,1,0,0,0,0,0,6,1,0,14,18,1,1,1,0,0,19,0,0,5,8,1,0,0,2
118,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,3,1,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,66,6,43,9,0,0,0,0,5,0,0,0,2,9,0,6,0,1,0,3,3,138,1,5,0,0,0,82,0,0,1,43,0,56,7,33,0,77,6,0,2,2,0,0,2,2,6,2,2,0,11,2,1,1,0,0,3,7,43,92,13,3,18,0,19,80,20,10,16,305,0,19,10,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,3,7,92,1,1,0,3,0,0,2,5,9,19,1,0,0,5,8,0,0,2,0,0,6,0,0,0,2,0,18,24,1,2,1,0,0,25,0,0,7,11,1,0,0,2
121,0,13,1,9,2,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,1,28,0,1,0,0,0,17,0,0,0,9,0,12,1,7,0,16,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,9,19,3,1,4,0,4,16,4,2,3,63,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,19,0,0,0,1,0,0,0,1,2,4,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,4,5,0,0,0,0,0,5,0,0,1,2,0,0,0,0
122,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,3,1,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
123,0,141,14,92,20,0,0,1,0,10,0,0,0,5,20,0,13,0,2,0,6,6,296,2,11,0,0,0,176,0,1,2,92,0,121,14,72,1,166,12,0,5,4,1,0,5,5,12,4,4,1,24,3,2,1,1,0,7,14,92,197,28,6,38,0,41,172,43,20,34,654,0,42,22,4,0,0,1,0,1,1,1,0,1,0,4,0,0,1,1,0,1,12,7,15,197,2,2,0,5,1,0,5,12,20,40,2,0,1,10,17,0,1,4,0,1,14,1,0,18,4,1,0,52,2,4,2,0,1,53,0,1,14,24,3,0,0,4
124,0,184,18,121,26,0,0,1,0,13,0,0,0,7,26,0,17,0,3,0,8,8,387,2,15,1,0,0,230,0,1,2,121,0,159,19,94,1,217,16,0,6,5,1,0,6,7,16,5,5,1,31,4,3,1,1,0,9,19,121,258,36,8,50,0,54,225,57,27,44,855,0,55,29,6,0,0,1,0,1,1,1,0,1,0,5,1,0,1,1,0,1,16,9,20,258,2,3,0,7,1,0,6,15,26,53,2,0,1,13,22,0,1,5,0,1,18,1,0,24,5,1,52,0,2,6,2,0,1,69,0,1,18,31,3,0,0,6
125,0,6,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,4,0,5,1,3,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,8,1,0,2,0,2,7,2,1,1,27,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0
126,0,15,1,10,2,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,1,32,0,1,0,0,0,19,0,0,0,10,0,13,2,8,0,18,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,2,10,21,3,1,4,0,4,18,5,2,4,70,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,21,0,0,0,1,0,0,1,1,2,4,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,4,6,0,0,0,0,0,6,0,0,1,3,0,0,0,0
127,0,6,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,4,0,5,1,3,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,8,1,0,2,0,2,7,2,1,1,27,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0
128,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,3,1,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130,0,189,18,124,27,0,0,1,0,13,0,0,0,7,26,0,17,0,3,0,8,8,397,2,15,1,0,0,236,0,1,2,124,0,162,19,96,1,222,16,0,6,5,1,0,6,7,16,5,5,1,32,4,3,2,1,0,9,19,124,264,37,8,51,0,55,230,58,27,45,877,0,56,30,6,0,0,1,0,1,1,1,0,1,0,5,1,0,1,1,0,1,16,10,20,264,2,3,0,7,1,0,6,16,26,54,2,0,1,14,22,0,1,5,0,1,19,1,0,25,5,1,53,69,2,6,2,0,1,0,0,1,19,32,3,0,0,6
131,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,3,1,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133,0,50,5,33,7,0,0,0,0,3,0,0,0,2,7,0,5,0,1,0,2,2,105,1,4,0,0,0,62,0,0,1,33,0,43,5,26,0,59,4,0,2,1,0,0,2,2,4,1,1,0,8,1,1,0,0,0,2,5,33,70,10,2,13,0,15,61,15,7,12,232,0,15,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,5,70,1,1,0,2,0,0,2,4,7,14,1,0,0,4,6,0,0,1,0,0,5,0,0,7,1,0,14,18,1,1,1,0,0,19,0,0,0,9,1,0,0,2
134,0,85,8,56,12,0,0,0,0,6,0,0,0,3,12,0,8,0,1,0,4,4,179,1,7,0,0,0,107,0,1,1,56,0,73,9,44,1,100,7,0,3,2,0,0,3,3,7,2,2,0,14,2,1,1,0,0,4,9,56,119,17,4,23,0,25,104,26,12,20,396,0,25,13,3,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,7,4,9,119,1,1,0,3,1,0,3,7,12,24,1,0,0,6,10,0,1,2,0,0,8,0,0,11,2,0,24,31,1,3,1,0,0,32,0,0,9,0,2,0,0,3
135,0,9,1,6,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,19,0,1,0,0,0,11,0,0,0,6,0,8,1,5,0,11,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,6,13,2,0,2,0,3,11,3,1,2,43,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,0,0,0,0,0,0,0,1,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,3,3,0,0,0,0,0,3,0,0,1,2,0,0,0,0
136,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,15,1,10,2,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,1,32,0,1,0,0,0,19,0,0,0,10,0,13,2,8,0,18,1,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,2,10,22,3,1,4,0,5,19,5,2,4,72,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,22,0,0,0,1,0,0,1,1,2,4,0,0,0,1,2,0,0,0,0,0,2,0,0,2,0,0,4,6,0,0,0,0,0,6,0,0,2,3,0,0,0,0
